claim,label_binary,user
"Netizens are overwhelmed with this weird spectacle of nature, wherein a diver wearing oxygen cylinder dives deep into what looks like a sea of sand. The video posted by Facebook page 'All About Geography' said this is from the South of Saudi Arabian border. It says, ""This is not water This is Sand Yes sand. It’s called Allen Alkhai desert."" The archive version can be seen here. ",real,Nikhil Iyer
"At a time Indians are anxious about the government’s next move on the coronavirus lockdown, a message attributed to World Health Organization (WHO) is doing the rounds on social media.     The message says India is following the four-phase lockdown endorsed by WHO to control the spread of coronavirus. ",real,Kunal Rana
"As the social media is going crazy with people sharing videos of the Kiki challenge, which has taken the internet by storm, India Today Fact Check team verifies another video that went viral. You must have seen the most shared and talked about video of a girl, who jumps out of her car to dance, is hit by a speeding car. The video was edited with a warning that dancing in the street can be dangerous. The video has been shared by millions with many of them asking curiously about the fate of the girl. WATCH | Fact Check: Girl hit by car while doing Kiki challenge  The video shows a blonde girl taking up the Kiki dance challenge by stepping out of her car. The 16 second video ends with the girl being hit by a speeding car. A bystander was seen rushing towards the scene of the incident.Though, the viral video has been shared on social media platforms like Facebook, Twitter, Whatsapp",real,Divya Verma
"A black-and-white photo of a man is being passed of on social media as freedom fighter Bhagat Singh. The photo surfaced on a Facebook page, We Support India, which has about 50 lakh followers. The message in the picture reads: ""Bhagat Singh ki asli photo. Comment me Jai Hind likhe. (Bhagat Singh's real photo. Write Jai Hind in its comment.)"" Thousands of people have reacted to this photo and are also paying their tribute. ",real,Sameer Saxena
"Some social media users have been working overtime to churn out several videos on terrorism and pass them off as the recent Pulwama attack, where at least 40 CRPF jawans died in an explosion. One such video of a blast at a highway is going viral on social media with the claim that it is footage of the Pulwama attack. ",real,Riya Joshi
"Fake news is even putting docs in the dock. A WhatsApp message attributed to Dr Naresh Trehan, chairman and managing director of Medanta Hospital, is going viral. It claims that the Indian government is going to declare a national emergency, and suggests stocking up on essentials.  ",real,Ananya Nair
"Political parties do rope in actors to get some extra mileage in elections. And, many celebrities have already made it to the list for the coming elections. However, social media can't just stop guessing, and sometimes gets it wrong. A photo of Mahendra Singh Dhoni with Bharatiya Janata Party (BJP) president Amit Shah has gone viral on social media, with the claim that Dhoni has joined the BJP and may contest the polls. Facebook page 'Amit Shah Fans Team' uploaded the photo of Dhoni shaking hands with the BJP chief on Tuesday (April 2). Union minister Piyush Goyal is also present in the picture. ",fake,Neha Rana
"Does IIT Kanpur professor and famous physicist HC Verma donate Rs one crore to Prime Minister relief fund and for charity? Thousands of social media users believe so, even as the claim went viral last year too and was debunked by the professor himself.Facebook page 'Work For Unity' has shared an image of HC Verma, claiming that he receives Rs one crore as royalty every year for his book 'Concepts of Physics', which he donates to the PM relief fund and for charity.",real,Meera Rao
"With over 5,000 deaths and rising by the hour, Italy has been the worst affected by the coronavirus outbreak. Amid this, a photo of a crying man is doing the rounds on social media with the claim that this is the Italian Prime Minister who could not control his tears over the rising death toll due to Covid-19 in his country. Claiming that the Italian PM has lost all hopes, social media users are sharing an article by a website called ""The Daily Bihar"". This article too has used the same picture and claims that the Italian PM broke down over Covid-19 deaths in his country. The archived version of the article can be seen here.",real,Manav Rana
"Amid the ongoing agitation against the Citizenship Amendment Act across the country, a gory video of police beating up protesters is circulating on social media. It is being claimed that the video is from Assam where the National Register of Citizens (NRC) has been implemented. ",real,Vikram Das
"Just a week before Rajasthan goes to polls, a video is doing the rounds on Facebook with the claim that ""Pakistan Zindabad"" slogans were raised during a Congress event at Rajsamand.', 'Watch the video here', 'In the video, Congress workers can be seen sitting on the ground and shouting slogans. Towards the end of the video, a banner appears with ""Nagar Congress Committee Rajsamand"" written on it.', 'The video has been shared by many Facebook users.'",real,Nandini Pandey
"Amid the ongoing Navratri celebrations across the country, a post has gone viral on social media claiming that a Dalit man was beaten to death for watching garba dance in Gujarat. THE VIRAL POST Bollywood actor Swara Bhasker also shared an India Today article carrying the same piece of information as mentioned in the viral post. ",real,Simran Chawla
"A picture of a woman hugging three crying children is going viral on social media with the claim that it is from India. Facebook page ""Akshay Reddy AAP"" posted the picture along with the caption, ""This will remain my permanent memory of what Narendra Modi has done to my country..."" ",fake,Karan Nair
"Till the time Narendra Modi is the prime minister, terrorist attacks in India are impossible: Barack Obama."" An article attributing this statement to former US President Barack Obama in a news website went viral on social media. The write-up was published in Oriental Times India on December 27.The article, quoting sources, stated that the people arrested by the National Investigation Agency (NIA) in the recent raids planned to attack Ram Janmabhoomi in Ayodhya on November 29. The article further stated that in the backdrop of this news, Barack Obama said that terrorist attacks in India are impossible till the time Narendra Modi is the prime minister.",real,Nandini Verma
"President Ram Nath Kovind and his wife were subject to no harassment at Puri's Jagannath temple as some news reports claimed, three months after the first couple visited the shrine, an India Today Viral Test has found.A roaring controversy erupted over speculations temple attendants misbehaved with president Kovind and his wife Savita Kovind on grounds of caste when they walked into the sanctum during the darshan in March.News reports also claimed that the presidential secretariat lodged a formal complaint with local authorities about the alleged misbehaviour.",real,Manav Iyengar
" A graphic video, in which a woman atop a water tank accidentally catches fire while trying to enact a self-immolation during a protest, is being widely shared on the social media after giving it a communal colour and falsely linking it to the Rashtriya Swayamsevak Sangh (RSS). The 1-minute-12-second long video is visually disturbing as it shows a woman engulfed in flames, running down the stairs of the water tank, even as some people try to douse the fire and save her. A dramatic voice-over with sound effects of wind blowing has been overlaid on the video, in which a man claims in Urdu that ""during an RSS function, some women tried to burn a burkha to protest. The ire of Ilahi struck her and the women caught fire. But no media is showing it. You are requested to share it as much as possible."" A text message along with the video says ""Naqab jalane wali RSS ki aurton per kahar e ilahi"". The video has gone viral on the social media and has been shared more than 25,000 times on several Facebook pages. A Facebook user by the name Zain Khan posted this video on October 29, and that alone received about 20,000 shares and over 3 lakh views. Zain Khan's page is filled with passionate religious speeches, including a post praising the radical leader Zakir Naik. The video was also shared by Facebook page 'Yaha Sab Kuch Milta Hai' and 'The Owesi Fan Club', which are getting thousands of hits. ",real,Sameer Saxena
"After the central government’s decision to remove Article 370 which deals with special status to Jammu and Kashmir, many dubious posts relating to the state are being shared on social media. A video has gone viral on Facebook with the claim that Indian Army burnt down houses of Kashmiris in Bandipora district of J&K. The video shows some houses on fire and people’s screams can be heard in the background. ",real,Rahul Malhotra
"Amid the ongoing slugfests between political rivals in poll-bound Rajasthan, the state is also afflicted by a swarm of viral videos and photos. In a latest incident, some social media users shared photographs which claimed that former Rajasthan chief minister and senior Congress leader Ashok Gehlot said he will finish off Jats in Rajasthan. Jats are among the prominent castes of Rajasthan and hold the key to the upcoming Assembly elections on December 7. At a simple glance, these photos look like screenshots of news channels. Interestingly, there are some other posts which make similar allegations against Rajasthan Chief Minister Vasundhara Raje. ",real,Pooja Rana
"Amid the ongoing protests by students of Jawaharlal Nehru University (JNU) over hostel fees hike and other issues, social media is flooded with photos and claims linking them with the agitation. A picture of a woman holding a placard saying ""RSS Murdabad"" is going viral with the claim that if the protest is against fees hike, why are banners calling out the RSS? Many people in the comment section have linked it to the ongoing protests by JNU students over hostel fees hike.  ",real,Neha Fernandes
"If the Congress comes to power at the Centre after the Lok Sabha elections, will it waive off bills for those who die in hospitals? It is being claimed on social media that this facility will be available at both government and private hospitals. Facebook page 'Congress for Madhya Pradesh' uploaded a post which claimed, ""If the Congress comes to power at the Centre, then the entire bill will be waived off if a patient dies in any government or private hospital. That is why my vote is for Congress.""",real,Anjali Pandey
"Social media is full of home remedies and food habits to be followed, more often than not unverified, to beat the deadly Covid-19 pandemic. The latest 'advisory' doing the rounds on Internet has a logo of World Health Organization (WHO) and asking people not to eat bakery items as they are not washable and get infected from the coronavirus easily. The message says, ""Stop eating bakery items! It is strictly advised to not to eat bakery items as it is not washable and can get infected to the virus easily."" The image gives the impression that the advisory has been issued by WHO amid the Covid-19 crisis. The archived version of the post can be seen here. ",real,Shreya Bose
"Before the US election in 2016, did Donald Trump say he wanted to run America the way Prime Minister Narendra Modi was running his country? Netizens were profusely confused when film director and former editor Vinod Kapri tweeted a Navbharat Times article with the caption ""khula hai jhoot ka bazaar aao sach bole"".  !! https://t.co/9eealkkjew  The Navbharat Times report said that Uttar Pradesh Chief Minister Yogi Adityanath recently made this claim regarding the US President Donald Trump in West Bengal's Purulia district.The archived version of the tweet can be seen here. People on social media were divided on Kapri's post, with some disbelieving Yogi's claim while others claimed it to be true. ",real,Karan Joshi
"Days after the terror attacks rocked New Zealand and made global headlines, a Facebook page named Sajid Hashmat’ shared a video, claiming that 350 people have accepted Islam post-Christchurch attacks.  At least 50 people were killed in attacks on two mosques in Christchurch, New Zealand, on March 15. ",real,Karan Rao
"An image of scores of people sleeping, crammed on the floor, has gone viral on Facebook with the claim that these are not ""Tablighis"" but ""poor Hindus"" who are stranded in India due to the coronavirus lockdown, and both the Modi government and media are indifferent towards their plight. The text superimposed on the image reads, ""These Helpless People are not Tablighis, They are Poor Hindus Who are Stranded due to Lockdown .Has any TV Chanel discussed This."" The Facebook post was shared along with the caption, ""Our Media is busy in taking dictation from Modi!""  ",real,Nikhil Rao
"The online bully, Girish Maheshwari, was arrested on Thursday for his online threat.

When we examined his social media accounts, the irony we discovered could not have been more stark!

Maheshwari had Lord Hanuman as his profile picture on both his Facebook and Twitter accounts.


Girish Maheshwari's enraging tweet
On his twitter (@GirishK1605) handle, he claimed to be ""more dangerous than Hitler"". That account has now been deleted.

On his Facebook, Maheshwari aspired to ""Stand Tall and Be Strong"" like Hanuman.

Following the outrage on social media, when home minister Rajnath Singh intervened into the matter, Maheshwari landed into the clutches of Maharashtra police meekly.

He was picked up from the outskirts of Ahmedabad.

Allegations that Maheshwari was associated with the BJP originate from his Facebook profile. Here, he has claimed to be an ""accounting associate"" at the BJP.

At the same time, he also claims to be ""self-employed""",real,Karan Das
"When a third customer walked in, Uttam and Pathak pulled their phones out and filmed him using the ATM. The evidence was caught on tape - out of two 500 notes, one was fake again.",real,Meera Kapoor
"On February 21, the great-grandson of Dr Bhimrao Ambedkar, Rajratna Ambedkar, did a Facebook Live from Australia's Brisbane in which he claimed that while Brahmins in India consider cow a deity, those in Australia are slaughtering cows and selling beef under the brand 'Brahman Pies'.  In a 6-minute-32-second video, Ambedkar can be seen with a friend outside an outlet of a food franchisee called 'Brahman Pies'. In the video, he claimed that 'Brahman Pies' sells many non-vegetarian food items, including beef, and is owned by Brahmins in Australia. The caption in Hindi along with the video translates to, ""Cow is India's mother, but look who's consuming it in Australia?"" The video is being shared like wildfire on social media. Till the filing of this story, the video has been viewed more than 48 lakh times, shared over 1.28 lakh times and liked by 66,000 users. The archived version can be seen here. ",real,Riya Mehta
"Was Rahul Gandhi not able to answer a simple question about Kailash- Mansarovar even when he returned from the pilgrimage just recently? BJP IT Cell chief Amit Malviya attacked Congress president Rahul Gandhi for going blank when asked about his Kailash Mansarovar experience. Malviya tweeted a small video clip and accused the Congress president of not being able to answer properly the question related to his Mansarovar yatra. Rahul Gandhi goes blank when asked about his experience at Kailash Mansarovar.Don’t miss the Narendra Modi chants in the background! pic.twitter.com/7dprdNKtgh Along with Amit Malviya, Mahesh Vikram Hegde, founder of propaganda website Postcard news, tweeted that ""Rahul couldn't even open his mouth when asked about Kailash Yatra""  Lady questions RaGa inBhopal rally:Rahul ji, Karyakarthas want to know ur Kailash Yatra experienceHearing this, RaGa got stunned that he didn't even open his mouthTired of waiting, ppl in rally started shoutingMODI ZINDABAD!This proves RaGa didn't attend Kailash Yatra pic.twitter.com/U8H81Jr6BR  ",real,Vikram Mehta
"Congress's ambitious minimum income guarantee scheme NYAY has been the talking point on social media ever since its announcement on Monday. One Facebook user 'Major Surendra Poonia, VSM' has claimed that Congress president Rahul Gandhi goofed up while presenting the arithmetic of the scheme. Showing two edited clips from Rahul's press conference, another Facebook page 'Ghar Ghar Modi' has gone a step further in slamming the Congress. ",fake,Pooja Chawla
A video clip of Congress leaders Rahul Gandhi and Priyanka Gandhi's car being stopped by a policeman at security check is getting viral on social media. The policeman can be heard saying that section 144 has been implemented in the area. It is being claimed that the Gandhi siblings were breaking coronavirus lockdown rule by trying to moving out in the curfew to aid Muslims. #PriyankaGandhi breaking #CoronaLockdown #CoronaVillainsWell it was bound 2 happen.When #Gandhi were in forefront of spreading #antihinduriot by instigating brainwashed #Muslims & Now by moving out in Curfew trying 2 aid #MuslimsSpreadingCorona #IslamicCoronaJehad pic.twitter.com/fKhiQyB1mv ,real,Varun Agarwal
"An image showing an Uttar Pradesh madrasa teacher comparing Islam and Hinduism -- and apparently underlining the 'superiority' of the first-- is
fake, an India Today TV Viral Test has revealed.
The original photo was taken at the Darul Uloom Husainia madrasa in Gorakhpur. And it turns out that the man standing beside the blackboard was teaching Sanskrit.The photoshopped image, however, shows a very different blackboard. Here, there are two columns below the words 'Hinduism' and 'Islam'. In the first one, yoga, 'janeu' (sacred thread) and 'mangalsutra' (a necklace worn by married women) are marked with crosses. In the second, there are tick marks for 'halala' (a kind of marriage), 'khatna' (circumcision) and 'burqa'.This image was available on several Facebook pages, including 'We Support Amit Shah Modi Mission 2019'.",fake,Nikhil Pillai
"The reality television show Bigg Boss came out with its brand new season 13 recently. As the latest season airs, a black and white still image from the show is doing rounds on the internet. The image is going viral with a claim that the reality show is encouraging ""Love Jihad"". The black and white still image shows an intimate couple sharing a bed. According to the claim, the show has invited a Kashmiri Muslim man who has been deliberately partnered with a Brahmin woman 'to encourage Love Jihad'. The archived version of the tweet can be seen here. ",real,Manav Choudhary
"Tales of big cats are abound on social media. Sometimes they melt your heart, while often they leave you in shock. A series of images and a video related to violent attacks by tigers have caught the attention of social media users recently. Several claim that these gory pictures are from Odisha's Daringbari. This video is also shared by some Facebook users.Uttar Pradesh's Chandauli district, Himachal Pradesh and Warangal in Telangana are among the other claims made by netizens in terms of locations of these pictures.",fake,Nikhil Khan
"Don't get confused if you come across a Facebook post like this - Prime Minister Narendra Modi's mother Hira Ben asking for votes for her son in the run-up to 2019 elections. The image is photoshopped. The picture of Hira Ben purportedly showing her with a placard asking for votes for her son is circulating on social media. A Facebook page called Narendra Modi WhatsApp Group followed by more than 14 lakh people have posted this photoshopped image. The placard is in Hindi, which in English reads like this: Will you vote for my son Narendra in 2019? This suspicious post has been liked and shared by many on Facebook, hundreds of people commented saying they will vote for Narendra Modi. ",real,Kunal Verma
"A few social media users have posted a photo of former Mumbai Police Commissioner Ahmed Javed and said that he ""worked in the police department for thirty-six years on a salary of Re 1"". The Claim Facebook user Abdul Samad Sheikh posted a picture of former Mumbai Police Commissioner Ahmed Javed and in a long post claimed that the 1980-batch IPS officer had only taken Re 1 salary throughout his 36 years tenure. The post has been shared by a few Facebook users and the archived version of the post can be seen here. A few other Facebook users have posted the same claim. ",real,Ishita Das
"With Haryana and Maharashtra going to polls on Monday, a screengrab of AajTak channel attributing a quote to Dushyant Chautala, founder of Jannayak Janta Party (JJP), is going viral on social media. According to the screengrab in Hindi, Chautala has said he will support the BJP if needed. The viral post carries a photo of the JJP founder and the AajTak logo. The news is carried under the 'Breaking News' plate. ",real,Yash Nair
"As election heat rises in Rajasthan, political leaders are sweating it out to reap maximum benefits before the D-Day. Social media is also flooded with all sorts of political drama and disclosures. A video, which has caught the eyes of many on the internet, shows a motley group of people thrashing a man allegedly claimed to be a Bharatiya Janata Party (BJP) candidate from Bandikui in Dausa district of Rajasthan. The state goes to polls on December 7. In the video, which appears to be from a political party meeting, a scuffle breaks out among workers. The fight soon turns violent and the workers can be seen thrashing a man clad in a white kurta-pyjama.  The viral video was shared by a Facebook user, Shahid Hussain. He captioned it: ""Rajasthan Bandikui Dausa se BJP pratyashi Ramkishore Saini ki jordaar kutaai... jara sochiye voting vale din kya karne vali hai."" ENGLISH TRANSLATION: 'BJP candidate Ramkishore Saini from Bandikui, Dausa, beaten up black and blue. Just think what will happen on the election day'. The video has been shared at least 4,000 times and has more than 40,000 views since Tuesday (November 27). ",real,Vikram Mehta
It's a settled affair that controversial televangelist Zakir Naik is not returning from Malaysia anytime soon.But will he come back to India if the guard changed in New Delhi? Social media is replete with claims that the preacher would if the Congress returned to power.,real,Ananya Khan
"Veteran actor Naseeruddin Shah reignited intolerance debate by saying that the society has become so communally polarised that he is scared for his children. According to the claims, Shah also said ""India is a pathetic country, not worth living"".A screenshot of DBN news is being shared by many on social media which quotes Shah as saying, ""India is not a country worth living in, I am worried for my children, India is a pathetic country.""DBN news stands for Dainik Bharat, which also published an article that carried the exactly same headline as being shared in the viral screenshot. Similar messages were doing the rounds at various Facebook profiles; some of which also claimed that Shah called ""India a dangerous country""",real,Divya Rana
"More than 1 crore people have viewed this video on social media, thousands have shared and commented on this. The video of a commercial airliner purportedly doing daredevil aerial stunts at a very low altitude has gone viral, globally. A Facebook page -- Times News International -- with more than 2 lakh followers, posted this video on September 13. It claimed that a Dragon Air plane hit by a typhoon in Shenzhen, managed to land safely. ",real,Aditya Agarwal
"A video on Facebook claiming that Nestle’s instant noodles brand Maggi contains pig fat is being extensively circulated on social media. A video posted by Facebook page Secret Indian TV’ claims to reveal the truth behind Maggi. It further says flavour enhancer used in packaged food is made from pig fat. The video was viewed around 6.3 lakh times and shared by more than 9,000 accounts on Facebook. ",real,Shreya Bose
"Kerala's Popular Front of India (PFI) has been under National Investigation Agency (NIA) investigation for its alleged terror links and an elaborate hawala and conversion racket exposed by India Today's special investigation team last year."", ""But is the suspected Islamic non-profit stockpiling swords for a future attack on the Hindus? At least, that's what a post which has gone viral on social media has alleged."", ""India Today's Viral Test crew scrutinised the social-media warning against the PFI."", 'Translated in English:', '""Keep sleeping Hindus, Muslims are planning a bloodshed against you. During a PFI factory raid in Kerala, large quantities of weapons were recovered. The arms and ammunition were being supplied to mosques and madrasas in Muslim-dominated areas across India",real,Divya Verma
"Did Amitabh Bachchan lend a hand to the stretcher carrying the body of domestic help who worked with him for 40 years? A viral post on social media claims, Amitabh’s servant who was working with him for the last 40 years died. Amitabh lent his shoulder to the body. Great man. Everyone has money but few people have humanity. Hats off to Amitabh.  ",real,Vikram Rana
"Even as Maharashtra awaits results of its assembly elections, a glittering image of a bridge over a sea is going viral on social media. It is being claimed that the city is Mumbai, thus implying the development work done by the state government. Facebook page ""Dontgetserious"" posted the viral image on October 17, days before the elections were held on Monday. Till the filing of this story, the image was 'liked' by more than 3,300 users. ",fake,Manav Sharma
" A 40-second dramatic video has caught the attention of many on social media which, according to claims, shows the daring feat wherein Army officers snatch a loaded AK-47 from a ""terrorist"" on a terrace. The video shows the man holding a gun in his hands and is talking to a policeman standing on another terrace below him. It seems the policeman is trying to keep the man busy in conversation. Suddenly, another man in plain clothes stealithily comes up from behind him and grabs his gun. In the ensuing fight to snatch the gun, bullets get fired from the AK-47, but he does not give up. Soon he is joined by more policemen who pin the gunman down. Fake video of terrorist with a gun goes viral  The video has been shared widely on Twitter and Facebook. When we searched for the claim on Facebook, a wide range of results surfaced. ",fake,Rahul Menon
"Social media is flooded with various posts regarding Delhi’s Jamia Nagar protest against the Citizenship Amendment Act and the subsequent police action on Sunday. Amid this, there is a lot of buzz around an image of a man in civil dress, donning a helmet and protective gear as usually worn by law enforcement agencies. The man, in jeans and red t-shirt, was caught on camera wielding a stick on protesters, leading to claims on Facebook and Twitter that he is an RSS and ABVP member named Bharat Sharma. While the RSS is considered to the parent organisation of the ruling BJP, the ABVP is its students’ wing. The viral claim also has a screenshot of the Facebook profile of Bharat Sharma along with the man in civil dress. The Facebook profile says Bharat Sharma is a state executive committee member of ABVP, an RSS volunteer and college president of ABVP. The viral claim on Twitter can be seen here and here he archived versions are saved here and here. A similar post on Facebook also has a video clip along with the viral claim. The short video clip shows a bearded youth kicking and abusing another man and getting involved in a scuffle. The archived version can be seen here. This post claims, ABVP activist Bharat Sharma kicking peaceful protesters and inciting violence in Delhi. Has Delhi Police given him a part-time job? Till the filing of this story, the post has already been shared more than 1,300 times. ",real,Divya Kulkarni
"Old viral videos of mob-lynching posted on social media with misleading communal spin is a dangerous combination. One such video of a man being bulldozed by a group of men was posted on social media with a caption- ""Is this not lynching? The one getting killed is a Hindu and the one killing is a Muslim. Probably that is why the intellectuals do not think this is lynching."" People on social media reacted strongly to this post believing it to be from India. ",real,Riya Saxena
"Did the Indian government waste thousands of crores on statues while its neighbour China spent the same amount on building state of the art infrastructure? Social media users are sharing an image comparing the expenditure incurred by the Indian government on the Statue of Unity with a bridge built in China. The claim attached to the image says that the Chinese government spent the same amount -- Rs 3,000 crore -- to construct a bridge that the Indian government spent to build the Statue of Unity in Gujarat. ",real,Manav Rana
"Since the nationwide lockdown came into force from March 25, Internet is full of videos of cops thrashing civilians on the streets. And now, a video of a man with white long hair getting beaten up by a couple of policemen has gone viral. Social media users were quick to conclude that it was filmmaker Sudhir Mishra who was at the receiving end of police high-handedness this time. Facebook user ""Harry Sadhnani"" uploaded the video claiming, ""Famous director Sudhir Mishra getting beaten by police"". The video shows a few people standing in demarcated locations, while a man in white flowing hair arguing with policemen while they beat him up. The archived version of the post can be seen here. The video has been shared with the same claim on Twitter as well as YouTube.  ",real,Simran Gupta
"Burqa has been a controversial topic in many countries. Several countries have restrictions on burqa, which has often led to the spread of fake news on social media. More recently, an image of a burqa-clad woman in handcuffs with police surrounding her has gone viral on social media. Facebook user Riyaz Shaikh posted the picture along with a caption in Hindi that claims the woman was arrested in Australia for wearing a burqa. He appreciated the woman for showing courage in front of police and asked people to share the post as much as possible. The archived version of the post can be seen here.  ",real,Sameer Kapoor
"A video claiming that singer Celine Dion passed away in a plane crash is going viral on social media. The Canadian singer is most popularly known for My heart will go on, the theme song of Hollywood blockbuster Titanic. The viral video has the logo of news channel CNN on it. The caption of the video says, The Canadian Superstar And Singing Legend Celine Dion Died In Private Plane Crash After Her Courage World Tour In Milwaukee. ",real,Nandini Choudhary
"The West Bengal Congress, in its latest tweet, took a dig at Prime Minister Narendra Modi over a bridge collapse incident on the Jamnagar-Junagadh Highway. It shared a photo of the collapsed bridge with the claim that it was inaugurated just three months ago by PM Modi. Congress president Rahul Gandhi also liked the tweet.  Planned by then CM Modi, inaugurated by PM Modi, Jamnagar-Junagarh highway bridge collapsed within 3 months of inauguration! pic.twitter.com/ZhZBtOJmPM ",real,Manav Iyengar
"Even after two days of Pakistan’s massive defeat to India in their World Cup 2019 fixture, the cricket-crazy fans are having a field day on social media. Among the unending jokes and memes, the latest to catch everybody’s attention is a picture that shows protesters holding a banner saying, We Don’t Want Kashmir, Give Us Virat Kohli. In the background of the photograph, protesters can be seen holding a Pakistan flag.  Ab Khush pic.twitter.com/rfCpIyeYNE ",real,Karan Mehta
"Amid reports of ceasefire violations by Pakistan, a post is going viral on social media claiming that Indian forces have occupied a village in Pakistan-occupied-Kashmir (PoK) and inflicted heavy casualties on Pakistan army and terror groups. The picture, along with the viral claim, shows a town with fire and smoke raging in the distance.The claim in Hindi translates to, ""This is confirmed news. Indian forces have entered PoK and captured Karen village. Dozens of Pak commandos, Jaish and Lashkar commandos have been blown up along with the Pak brigade headquarter. Heavy bombardment on in Neelam Valley. Traffic halted on CPEC. Indian Army can make an official announcement any time."" ",real,Neha Nair
"An audio clip claiming to be of renowned heart surgeon Dr Devi Shetty is going viral on Facebook, Twitter, and WhatsApp. The audio message comes with a graphics plate with Dr Devi Shetty's photo and Covid-19 in a bold font written beside it. There is a channel name ""daiji world TV"" visible all over the graphics at the top left corner of the frame. In the viral clip, the voice claims this to be an important message and says that there is a ""peculiar problem"" in India and urges ""everyone who has the coronavirus or is suspected of it, should not go get it tested."" The voice continues saying, ""India has 1.4 billion people and the kits we have are less than 1,50,000 at this point of time,"" the voice said. So he asks people with suspected symptoms of flu to wait till eight days. After the eighth day if the symptoms persist then one should go for the coronavirus tests. In the entire clip, the name claims this is the voice of Dr Devi Shetty, the founder of Narayana Health. Several users on Facebook like "" Tejaswini C Jayaraj""and ""Karnataka Medical Association"" have posted this message believing this to be of Dr Devi Shetty.  The archived version of the post is saved here (http://archive.today/8jhwo)and here. ",real,Arjun Das
"Is the Biju Janata Dal (BJD) going to get a landslide victory in the Odisha assembly elections and retain power in the coastal state for a fifth consecutive term? According to an ""exit poll report"" doing the rounds on social media, as many as five media organisations and survey agencies have predicted more than two-third majority for Naveen Patnaik's party in the recently-concluded assembly elections after a post-poll survey.",real,Manav Bose
"Have international soccer stars Cristiano Ronaldo, Zlatan Ibrahimovic and Mohamed Salah expressed solidarity with the people of Gaza by bandaging an eye? Facebook page ""All About Islam posted a collage of four photographs -- three of the footballers with one eye covered and the fourth with a message that says, ""Pray for your brothers and sisters in Gaza"". The caption of the post reads, ""U don’t need to be Muslim to care about Gazau... u need to be human"". ",fake,Neha Rana
"Amid the ongoing protest by Delhi’s Jawaharlal Nehru University (JNU) students over hike in hostel fees, a food rate chart claiming to be of the Indian Parliament canteen is going viral on social media. The chart shows extremely low rates of food items if one compares them with the market price. Netizens are sharing the chart, posted by journalist Prashant Kanojia, claiming that while food items in the Indian Parliament are available on profoundly low rates despite most MPs being crorepatis, JNU students are being criticised as freeloaders’. ?#jnuprotest pic.twitter.com/u4rY87SUqk On Monday, students of JNU clashed with police during a protest against steep hike in hostel charges. Fee for a single-seater room in JNU was increased from Rs 20 per month to Rs 600, while that for a double-seater room was revised to Rs 300 per month from Rs 10. Some new charges were also introduced. On Wednesday, however, authorities of JNU announced partial rollback of the hike. ",real,Siddharth Menon
"Prime Minister Narendra Modi's beach-cleaning video from Tamil Nadu's Mamallapuram has generated mixed responses on social media. While some have complimented the prime minister, others have criticised him, calling it a staged photo-op event. And now, a post by Facebook page ""I.T & Social Media Cell Congress"" has targeted PM Modi with a collage of two images of Varanasi ghats piled up with garbage. Modi is the Lok Sabha MP from Varanasi constituency. A text in Hindi, ""Banaras ke ghaton par photoshoot ke liye kab aa rahe hai Modi ji?"" (When is Modi ji coming for a photoshoot on the ghats of Banaras?), is overlaid on the collage. The claim along with the post says, ""When is Modi ji undertaking a cleanliness drive on the Ganga ghats in the Lok Sabha constituency from which he was elected to be the Prime Minister?""  Till the filing of this story, this post was shared more than 600 times. The archived version of the post can be seen here.",real,Siddharth Kapoor
"With over 1,21,000 confirmed cases and 4,378 deaths, the novel coronavirus scare has reached almost all the continents. Misinformation about the novel virus on social media, on the other hand, is also spreading almost unabated. A video showing people getting emotional with a book is being shared on Facebook by several users. The users claim that China has now withdrawn its restrictions on reading the Quran after the spread of coronavirus and the Chinese government has now begun supplying the holy book to people. Users like ""Pakistan is online"" and ""Niyaz Ahmed"" have posted this video with the caption ""China Govt. Restricted to read HoLy Quraan and after Corona Virus Govt. Supplying Quraan to read. What a amazing miracle of ALLAH and Quraan.""  The archived version of these posts is saved here and here.  ",real,Meera Kapoor
"Electronic Voting Machine, popularly known as EVM, has always been a matter of controversy during elections in India. Soon after the first phase of the ongoing Lok Sabha election (April 11), a video went viral on Facebook. In the video, people can be seen smashing an EVM on the ground and then burning it.

Facebook user Imran Cheeku posted this on the same day along with two more screen grabs of the video. The user claimed in Hindi, ""Today, the first phase of polling is taking place in India. Polling officials said if you press any button on the EVM, the vote goes to the Bharatiya Janata Party (BJP). People got furious over this and smashed the EVM.""",fake,Riya Gupta
"The pre-dawn airstrike carried out by the Indian Air Force (IAF) on a Jaish-e-Mohammed terror camp in Pakistan's Balakot on Tuesday sent social media into a tizzy. A video, which is being widely circulated on WhatsApp, Facebook and Twitter, shows how a fighter jet destroyed the camp. A Facebook user posted the video with the claim: ""Ghus kar yun mara jabazon ne"". ",real,Rohit Nair
